cr_year,issn_l,collection,articles,oa_articles
2017,0001-1541,de,13,0
2017,0001-1541,global,454,8
2017,0001-2092,de,0,0
2017,0001-2092,global,271,1
2017,0001-3072,de,2,0
2017,0001-3072,global,25,0
2017,0001-5172,de,6,0
2017,0001-5172,global,196,10
2017,0001-6314,de,6,0
2017,0001-6314,global,149,5
2017,0001-6349,de,8,0
2017,0001-6349,global,410,24
2017,0001-690X,de,11,0
2017,0001-690X,global,139,11
2017,0002-1962,de,3,0
2017,0002-1962,global,300,75
2017,0002-7294,de,1,0
2017,0002-7294,global,161,2
2017,0002-7766,de,0,0
2017,0002-7766,global,18,0
2017,0002-7820,de,31,2
2017,0002-7820,global,700,10
2017,0002-8487,de,0,0
2017,0002-8487,global,212,0
2017,0002-8614,de,3,0
2017,0002-8614,global,505,15
2017,0002-9092,de,2,0
2017,0002-9092,global,110,4
2017,0002-9122,de,9,0
2017,0002-9122,global,196,0
2017,0002-9246,de,0,0
2017,0002-9246,global,31,0
2017,0002-9483,de,9,0
2017,0002-9483,global,209,7
2017,0003-021X,de,2,0
2017,0003-021X,global,115,5
2017,0003-150X,de,1,0
2017,0003-150X,global,214,1
2017,0003-2409,de,4,1
2017,0003-2409,global,367,6
2017,0003-3804,de,43,0
2017,0003-3804,global,190,0
2017,0003-4746,de,2,0
2017,0003-4746,global,77,0
2017,0003-4800,de,0,0
2017,0003-4800,global,49,3
2017,0003-813X,de,3,0
2017,0003-813X,global,64,3
2017,0004-0894,de,6,0
2017,0004-0894,global,88,7
2017,0004-6337,de,27,0
2017,0004-6337,global,155,1
2017,0004-8380,de,0,0
2017,0004-8380,global,234,3
2017,0004-8666,de,0,0
2017,0004-8666,global,184,0
2017,0004-8992,de,0,0
2017,0004-8992,global,11,0
2017,0004-900X,de,0,0
2017,0004-900X,global,17,0
2017,0004-9018,de,0,0
2017,0004-9018,global,47,0
2017,0004-9522,de,0,0
2017,0004-9522,global,99,0
2017,0005-0423,de,0,0
2017,0005-0423,global,134,1
2017,0006-3231,de,3,1
2017,0006-3231,global,70,16
2017,0006-341X,de,9,0
2017,0006-341X,global,188,11
2017,0006-3525,de,4,1
2017,0006-3525,global,82,4
2017,0006-3592,de,25,4
2017,0006-3592,global,297,23
2017,0006-3606,de,2,0
2017,0006-3606,global,104,2
2017,0007-0963,de,104,8
2017,0007-0963,global,1886,88
2017,0007-0998,de,6,0
2017,0007-0998,global,62,1
2017,0007-1013,de,0,0
2017,0007-1013,global,60,1
2017,0007-1048,de,34,0
2017,0007-1048,global,556,20
2017,0007-1080,de,3,0
2017,0007-1080,global,57,1
2017,0007-1102,de,4,0
2017,0007-1102,global,39,2
2017,0007-1188,de,19,2
2017,0007-1188,global,381,33
2017,0007-1269,de,3,0
2017,0007-1269,global,49,3
2017,0007-1285,de,9,0
2017,0007-1285,global,355,0
2017,0007-1315,de,1,0
2017,0007-1315,global,102,0
2017,0008-3658,de,2,0
2017,0008-3658,global,98,2
2017,0008-3976,de,0,0
2017,0008-3976,global,27,1
2017,0008-4034,de,4,0
2017,0008-4034,global,320,0
2017,0008-4085,de,6,0
2017,0008-4085,global,56,0
2017,0008-4840,de,0,0
2017,0008-4840,global,36,1
2017,0008-543X,de,10,0
2017,0008-543X,global,648,20
2017,0008-8994,de,0,0
2017,0008-8994,global,0,0
2017,0009-0352,de,2,0
2017,0009-0352,global,148,0
2017,0009-286X,de,146,2
2017,0009-286X,global,249,3
